villain,movie,line_number,dialogue,direction,word_count
Joker,Joker,3351,"Playing my video, inviting me on the show,-- You just wanted to make fun of me. Well it's easy to laugh at Frankenstein on a crowded beach, isn't it? You're just like the rest of them, Murray. Everything comes too easy for you.",,43
Joker,Joker,3358,"How about another joke, Murray? What do you get when you cross a mentally-ill loner with a system that abandons him and treats him like trash? Murray pauses for a minute, not really listening to Joker, suddenly realizing the seriousness of the situation. He starts to turn to camera--",,49
Joker,Joker,3361,"I'll tell you what you get. You get what you fucking deserve,-- And as Murray Franklin turns back to him, JOKER SHOOTS THE SIDE OF MURRAY'S HEAD OFF-- Blood splatters all over the back of the set. Some spraying in Joker's face. AUDIENCE SCREAMS! Dr. Sally dives for the floor.",(pulls Randall's gun),50
Joker,Joker,3370,"GOOD NIGHT AND ALWAYS REMEMBER,-- THAT'S LIFE! And as Joker waves goodbye to the home audience, a black & white ""INDIAN-HEAD TEST PATTERN"" cuts off the show-- ""PLEASE STAND BY"" HERB ALPERT'S ""Spanish Flea"" plays underneath. Beat.",(looks straight into camera; screams Murray's signature sign off),37
Joker,Joker,3448,-- just thinking of this joke.,,6
Joker,Joker,3468,"Because it's personal, it's between me and him.",,8
Joker,Joker,3473,...,(nods yes),1
Joker,Joker,3481,Good. Everything's good now.,,4
Joker,Joker,3492,(beat) Yeah.,,2
Joker,Joker,3496,How I remember it.,,4
Scar,The Lion King,113,"Life's not fair. Yes -- You see, I shall never be king. And you shall never see another day. Adieu. As Scar is about to eat the mouse, he HEARS:",,30
Scar,The Lion King,119,"Oh, Zazu. What do you want? REVEAL Zazu, the horn bill we net in the opening scene. Zazu blends regal with ironic edge. He reveres his boss (King Mufasa) and disdains anyone he perceives to be a low-life cretin -- which is pretty much everybody but the King.",,48
Scar,The Lion King,127,"mock sad Now look, Zazu. You've made me lose my lunch.",,11
Scar,The Lion King,135,Ooooo. I quiver with fear.,,5
Scar,The Lion King,149,"Hmmm? With that, Zazu's beak pokes out from Scar's lips. It looks like the mouth-within-a-mouth in ""Alien.""",,17
Scar,The Lion King,158,releasing Zazu Plegh! Zazu tumbles to the ground and shakes off.,,11
Scar,The Lion King,162,"to Mufasa Why if it isn't my big brother, descending from on high to mingle among the commoners.",,18
Scar,The Lion King,170,"insincere That was today? Oh, I feel simply awful. Must have slipped my mind.",,14
Scar,The Lion King,178,I was first in line until the little hairball was born.,,11
Scar,The Lion King,184,I shall practice my curtsy. Scar abruptly turns to walk away. Mufasa calls after him:,,15
Scar,The Lion King,191,"Oh, no, Mufasa. Perhaps you shouldn't turn your back on me.",,11
Scar,The Lion King,198,"pointed Temper-temper. butter wouldn't melt A challenge? Oh, I wouldn't dream of it. Zazu hops forward.",,16
Scar,The Lion King,207,Scar slinks away. Zazu and Mufasa watch him leave.,,9
Scar,The Lion King,471,I despise guessing games.,,4
Scar,The Lion King,478,underwhelmed Oh goodie.,,3
Scar,The Lion King,484,"Yes. Well, forgive me for not leaping for joy. Bad back, you know. Scar flops down and rolls away from Simba. But the undaunted cub comes back for more.",,29
Scar,The Lion King,491,A monkey's uncle.,,3
Scar,The Lion King,498,"You have no idea. a beat So your father showed you the whole kingdom, did he?",,16
Scar,The Lion King,505,He didn't show you what's beyond that rise at the northern border?,,12
Scar,The Lion King,512,And he's absolutely right. It's far too dangerous. Only the bravest of lions go there.,,15
Scar,The Lion King,519,"I'm sorry, Simba, I just can't tell you.",,8
Scar,The Lion King,526,"Simba, Simba. I'm only looking out for the well-being of my favorite nephew. Simba squirms free.",,16
Scar,The Lion King,534,a beat Oops.,,3
Scar,The Lion King,542,Scar hugs Simba tight.,,4
Scar,The Lion King,549,There's a good lad. You run along now and have fun. Scar gives Simba a little boot to start him on his way. Then he calls to Simba:,,28
Scar,The Lion King,553,And remember:,,2
Scar,The Lion King,1395,"Oh, surely we lions are not all that bad.",,9
Scar,The Lion King,1409,coldly I see.,,3
Scar,The Lion King,1415,"Uh-huh,",,1
Scar,The Lion King,1448,under his breath I an surrounded by idiots.,,8
Scar,The Lion King,1455,with loathing Charmed.,,3
Scar,The Lion King,1465,"I don't think you really deserve this. I practically gift-wrapped those cubs for you, and you couldn't even dispose of them. He tosses them the hunk of meat. They dive into it, voraciously. SOUNDS OF CHEWING, MUNCHING, SLURPING. They speak with their mouths full.",,44
Scar,The Lion King,1477,"a beat Precisely. The hyenas just keep on eating. More SOUNDS OF their CHEWING, MUNCHING, SLURPING. As --",,18
Scar,The Lion King,1484,I KNOW THAT YOUR POWERS OF RETENTION He circles Ed and whacks the bone out of his mouth. Ed stands at attention. Scar continues circling Ed.,,26
Scar,The Lion King,1488,"ARE AS WET AS A WARTHOG'S BACKSIDE BUT THICK AS YOU ARE, PAY ATTENTION MY WORDS ARE A MATTER OF PRIDE Scar waves his paw in front of Ed's glazed-over eyes.",,31
Scar,The Lion King,1492,IT'S CLEAR FROM YOUR VACANT,,5
Scar,The Lion King,1499,"BUT WE'RE TALKING KINGS AND SUCCESSIONS EVEN YOU CAN'T BE CAUGHT UNAWARES Scar startles the bejesus out of the two hyenas who fall down and land on steam vents. Scar exits and the steam vents erupt, sending the hyenas into orbit. Then back into frame. Scar appears in frame and dances up a ramp.",,54
Scar,The Lion King,1504,SO PREPARE FOR THE CHANCE OF A LIFETIME BE PREPARED FOR SENSATIONAL NEWS A SHINING NEW ERA IS TIPTOEING NEARER He tiptoes to a higher level. Shenzi asks:,,28
Scar,The Lion King,1511,"Just listen to teacher I KNOW IT SOUNDS SORDID BUT YOU'LL BE REWARDED WHEN AT LAST I AM GIVEN MY DUES! AND INJUSTICE DELICIOUSLY SQUARED BE PREPARED! He mounts to a higher level, kicking bone-chewing Ed, who bumbles down the rocks and crashes in a bone pile.",,47
Scar,The Lion King,1520,For the death of the King.,,6
Scar,The Lion King,1526,"throttling him No, fool! We are going to kill him. And Simba, too. He drops Banzai, who falls out of frame and back into frame between Shenzi and Ed.",,29
Scar,The Lion King,1539,Idiots! There will be a King!,,6
Scar,The Lion King,1545,I will be King! Stick with me and you'll never go hungry again! Scar towers over a gathering throng of hyenas.,,21
Scar,The Lion King,1560,"OF COURSE, QUID PRO QUO, YOU'RE EXPECTED TO TAKE CERTAIN DUTIES ON BOARD draws a murderous claw across his throat THE FUTURE IS LITTERED WITH PRIZES AND THOUGH I'M THE MAIN ADDRESSEE THE POINT THAT I MUST EMPHASIZE IS Leaping into the midst of the hyenas.",,46
Scar,The Lion King,1566,"YOU WON'T GET A SNIFF WITHOUT ME! The ground begins to crack open. SCAR & SHENZI & BANZAI SO PREPARE FOR THE COUP OF THE CENTURY More steam vents shoot up as the earth shakes and splits. Scar leaps onto a pillar of, rock, which begins to rise.",,48
Scar,The Lion King,1572,"BE PREPARED FOR THE MURKIEST SCAM METICULOUS PLANNING TENACITY, SPANNING DECADES OF DENIAL IS SIMPLY WHY I'LL BE KING UNDISPUTED RESPECTED, SALUTED AND SEEN FOR THE WONDER I AM",,29
Scar,The Lion King,1580,YES MY TEETH AND AMBITIONS ARE BARED BE PREPARED!,,9
Scar,The Lion King,1593,"If I told you, it wouldn't be a surprise now, would it?",,12
Scar,The Lion King,1600,tsk-tsk-tsking You are such a naughty boy.,,7
Scar,The Lion King,1608,"No-no-no. This is just for you and your dad. You know, a sort of father-son thing.",,16
Scar,The Lion King,1611,"a real pal Well, I'd better go get him.",,9
Scar,The Lion King,1618,"No! sweetly No, no. Scar starts to go.",,8
Scar,The Lion King,1622,Just stay on this rock. You wouldn't want to end up in another mess like you did with the hyenas.,,20
Scar,The Lion King,1628,Simba -- everyone knows about that. Simba looks mortified.,,9
Scar,The Lion King,1637,a beat Now be a good lad and prove you can do one thing right: Stay on this rock and wait for your surprise.,,24
Scar,The Lion King,1648,"Simba, it's to die for. Scar trots off. Simba centers himself on the rock, looks around for his father. He waits.",,21
Scar,The Lion King,1710,Mufasa! Quick! Stampede! In the gorge! Simba's down there!,,9
Scar,The Lion King,1792,Long live the King. Scar releases his grip. Mufasa slides down the steep incline to his death. SIMBA runs over the rise JUST IN TIME TO SEE Mufasa disappear into the thundering wildebeest. He does not see Scar. He cries:,,40
Scar,The Lion King,1836,Simba.,,1
Scar,The Lion King,1841,What have you done?,,4
Scar,The Lion King,1848,"Of course you didn't, No one ever means for these things to happen. But the king is dead, If it weren't for you, he'd still be alive. Oh, what will your mother think? Simba sobs harder.",,36
Scar,The Lion King,1855,"Run away, Simba. Run! Run away and never return. Simba tears off. We FOLLOW HIM. WITH SCAR as Shenzi, Banzai and Ed emerge from the dust.",,26
Scar,The Lion King,1859,"Kill him. Shenzi and Banzai take off. Ed follows. EXT. BOX CANYON - CONTINUOUS Simba runs in and evades the hyenas. TRACKING WITH THE HYENAS Following Simba who runs to a cliff wall and climbs into a crevasse. They're right on his tail. WITH SIMBA: He realizes he's being chased by the hyenas. Reaching the edge. It drops off to a flat plain that folds out to the horizon. Simba has to make a choice. He leaps over the edge and rolls uncontrollably down to the bottom. WITH THE HYENA TRIO Jumping over the same ledge. WITH SIMBA: Landing in thorny brush. Simba GASPS and GROANS. WITH THE HYENAS: bouncing down the hill, slavering, YIPPING, realizing what they're headed for. Their eyes bug. SFX: SLAMMING ON BRAKES sound as the Hyenas SCREECH to a stop.",,135
Scar,The Lion King,1924,"All that I have I would gladly give not to be here today. Mufasa's death is a terrible tragedy. But to lose Simba -- who had barely begun to live? For me, it is a deep, personal loss. The lionesses grieve. Zazu wipes a tear from his eye. Nala buries her face against her mom.",,55
Scar,The Lion King,1928,"So it is with a heavy heart that I assume the throne. a beat We must never forget the great Mufasa and our beloved Simba, and the brave deed that was done this day -- Yet out of the ashes of this tragedy, we shall rise to greet the dawning of a new era -- A new order of peace and prosperity -- Shadows of hyenas appear on Pride Rock. A dazed Zazu squawks:",,74
Scar,The Lion King,1940,"ignoring it -- A new order of peace and prosperity in which lion and hyena come together in a great and glorious future! From all corners of the Pride lands, an serpentine invasion of hyenas creeps onto the land. The lionesses are silent. FADE TO BLACK:",,46
Scar,The Lion King,3306,"exasperated Oh -- must I do everything. Scar exits. ANGLE - A ROCK Two hyenas in f.g. fight over a bone. One of them flies against the rock. Simba, Nala, Timon and Pumbaa peek put, surveying the area. Timon is having second thoughts.",,43
Scar,The Lion King,3345,"Oh, Zazu, lighten up. Sing something with a little bounce in it! Zazu looks miffed, then finally gives it the old college try, but without much conviction.",,27
Scar,The Lion King,3353,"No! Anything but that! Zazu starts again, deadpan.",,8
Scar,The Lion King,3367,exploding What?,,2
Scar,The Lion King,3375,"livid You know the law! Never, ever mention that name in my presence, an the king!",,16
Scar,The Lion King,3384,Oh -- Go on.,,4
Scar,The Lion King,3393,savoring it -- Continue --,,5
Scar,The Lion King,3406,"Oh. to Zazu Just when you were warming up. aloof, to hyenas What is it?",,15
Scar,The Lion King,3424,"I'm the king, not the cook!",,6
Scar,The Lion King,3431,exploding what did you say?,,5
Scar,The Lion King,3441,Good.,,1
Scar,The Lion King,3447,It's the lionesses job to do the hunting!,,8
Scar,The Lion King,3474,calling,,1
Scar,The Lion King,3485,Where is your hunting party? They're not doing their job.,,10
Scar,The Lion King,3492,No! They're just not looking hard enough.,,7
Scar,The Lion King,3498,We're not going anywhere.,,4
Scar,The Lion King,3504,Then so be it.,,4
Scar,The Lion King,3510,"I am the king, and I can do whatever I want!",,11
Scar,The Lion King,3516,"I AM TEN TIMES THE KING MUFASA WAS! Scar strikes Sarabi, and she falls. SCAR'S ECHO Mufasa-Mufasa-Mufasa -- Heat lightning flashes. The thunder becomes a ROAR. SEQ. 19 (THE FIGHT)",,30
